query, lng, lat, toponymName, geonameId, name-en, countryId, countryName-en, name-et, countryName-et, name-ru, countryName-ru
"Kesklinn", "24.75748", "59.4355", "Kesklinn", "795155", "Kesklinn", "453733", "Estonia", "Kesklinna linnaosa", "Eesti", "Кесклинн", "Эстония"
"Kiel", "10.13489", "54.32133", "Kiel", "2891122", "Kiel", "2921044", "Germany", "Kiel", "Saksamaa", "Киль", "Германия"
"Kihelkonna", "22.02632", "58.41007", "Kihelkonna vald", "7522302", "Kihelkonna vald", "453733", "Estonia", "Kihelkonna vald", "Eesti", "Kihelkonna vald", "Эстония"
"Kihelkonna Parish", "22.02632", "58.41007", "Kihelkonna vald", "7522302", "Kihelkonna vald", "453733", "Estonia", "Kihelkonna vald", "Eesti", "Kihelkonna vald", "Эстония"
"Kihnu", "23.96389", "58.12361", "Kihnu", "591414", "Kihnu", "453733", "Estonia", "Kihnu", "Eesti", "Кихну", "Эстония"
"Kyiv", "30.5238", "50.45466", "Kyiv", "703448", "Kiev", "690791", "Ukraine", "Kiiev", "Ukraina", "Киев", "Украина"
"Kilingi-Nõmme", "24.96417", "58.15028", "Kilingi-Nõmme", "591381", "Kilingi-Nõmme", "453733", "Estonia", "Kilingi-Nõmme", "Eesti", "Килинги-нымме", "Эстония"
"Kingissepp", "28.61343", "59.37331", "Kingisepp", "548602", "Kingisepp", "2017370", "Russia", "Kingissepp", "Venemaa", "Кингисепп", "Россия"
"Kirov", "49.66007", "58.59665", "Kirov", "548408", "Kirov", "2017370", "Russia", "Kirov", "Venemaa", "Киров", "Россия"
"Kivimäe", "26.60306", "58.66556", "Kivimäe", "793332", "Kivimäe", "453733", "Estonia", "Kivimäe", "Eesti", "Kivimäe", "Эстония"
"Klaipeda", "21.14312", "55.70888", "Klaipėda", "598098", "Klaipėda", "597427", "Lithuania", "Klaipėda", "Leedu", "Клайпеда", "Литва"
"Klooga", "24.23", "59.31167", "Klooga Järv", "591305", "Klooga Järv", "453733", "Estonia", "Klooga Järv", "Eesti", "Klooga Järv", "Эстония"
"Koeru", "26.01848", "58.92506", "Koeru vald", "7522306", "Koeru vald", "453733", "Estonia", "Koeru vald", "Eesti", "Koeru vald", "Эстония"
"Kohtla-Järve", "27.27306", "59.39861", "Kohtla-Järve", "591260", "Kohtla-Järve", "453733", "Estonia", "Kohtla-Järve", "Eesti", "Кохтла-Ярве", "Эстония"
"Koidula Street", "", "", "", "", "", "", "", "", "", "", ""
"Koimla Street", "", "", "", "", "", "", "", "", "", "", ""
"Kolgaküla", "25.71294", "59.5299", "Kolgaküla", "591208", "Kolgaküla", "453733", "Estonia", "Kolgaküla", "Eesti", "Колгакюла", "Эстония"
"Görden", "35.43531", "39.07719", "Yazıkışla", "297363", "Yazıkışla", "298795", "Turkey", "Yazıkışla", "Türgi", "Yazıkışla", "Турция"
"Kolpashevo", "82.90889", "58.31306", "Kolpashevo", "1502862", "Kolpashevo", "2017370", "Russia", "Kolpashevo", "Venemaa", "Колпашево", "Россия"
"Konguta", "26.34781", "58.26289", "Konguta vald", "7522315", "Konguta vald", "453733", "Estonia", "Konguta vald", "Eesti", "Konguta vald", "Эстония"
"Koopsi", "26.23775", "58.28108", "Koopsi küla", "11053734", "Koopsi küla", "453733", "Estonia", "Koopsi küla", "Eesti", "Koopsi küla", "Эстония"
"Korea", "127.75", "36.5", "Republic of Korea", "1835841", "South Korea", "1835841", "South Korea", "Lõuna Korea", "Lõuna Korea", "Южная Корея", "Южная Корея"
"Kose", "39.65402", "40.21025", "Köse İlçesi", "8631615", "Köse İlçesi", "298795", "Turkey", "Köse İlçesi", "Türgi", "Köse İlçesi", "Турция"
"Kosovo", "20.91667", "42.58333", "Republic of Kosovo", "831053", "Kosovo", "831053", "Kosovo", "Republic of Kosovo", "Republic of Kosovo", "Косово", "Косово"
"Krasnoyarsk", "92.86717", "56.01839", "Krasnoyarsk", "1502026", "Krasnoyarsk", "2017370", "Russia", "Krasnoyarsk", "Venemaa", "Красноярск", "Россия"
"Crimea", "34", "45", "Crimea", "703884", "Crimea", "690791", "Ukraine", "Crimea", "Ukraina", "Крым", "Украина"
"Krishkina", "", "", "", "", "", "", "", "", "", "", ""
"Kronstadt", "29.76668", "59.99541", "Kronshtadt", "540771", "Kronshtadt", "2017370", "Russia", "Kroonlinn", "Venemaa", "Кронштадт", "Россия"
"Courland", "22", "57", "Kurzeme", "460496", "Kurzeme", "458258", "Latvia", "Kurzeme", "Läti", "Kurzeme", "Латвия"
"Kuressaare", "22.50389", "58.24806", "Kuressaare", "590939", "Kuressaare", "453733", "Estonia", "Kuressaare", "Eesti", "Курессааре", "Эстония"
"Kuusalu", "25.44139", "59.44389", "Kuusalu", "590888", "Kuusalu", "453733", "Estonia", "Kuusalu vald", "Eesti", "Куусалу", "Эстония"
"Kõo", "160.03333", "-9.76667", "Koo", "2107324", "Koo", "2103350", "Solomon Islands", "Koo", "Saalomoni Saared", "Koo", "Соломонские острова"
"Kõo Parish", "", "", "", "", "", "", "", "", "", "", ""
"Kyrgyzstan", "75", "41.5", "Kyrgyz Republic", "1527747", "Kyrgyzstan", "1527747", "Kyrgyzstan", "Kirgiisi", "Kirgiisi", "Кыргызстан", "Кыргызстан"
"Käo", "98.84397", "10.01794", "Khao Mai Kaeo", "1152149", "Khao Mai Kaeo", "1605651", "Thailand", "Khao Mai Kaeo", "Tai", "Khao Mai Kaeo", "Тайланд"
"Kärdla", "22.74917", "58.99778", "Kärdla", "591632", "Kärdla", "453733", "Estonia", "Kärdla", "Eesti", "Кярдла", "Эстония"
"Kärevere", "26.47583", "58.43417", "Kärevere", "591624", "Kärevere", "453733", "Estonia", "Kärevere", "Eesti", "Kärevere", "Эстония"
"Kärsa", "27.08139", "58.1875", "Kärsa", "591576", "Kärsa", "453733", "Estonia", "Kärsa", "Eesti", "Kärsa", "Эстония"
"Käsmu", "25.88722", "59.57917", "Käsmu Järv", "591537", "Käsmu Järv", "453733", "Estonia", "Käsmu Järv", "Eesti", "Käsmu Järv", "Эстония"
"Kääriku", "26.39111", "57.99944", "Kääriku", "794558", "Kääriku", "453733", "Estonia", "Kääriku", "Eesti", "Kääriku", "Эстония"
"Kaliningrad (Königsberg)", "20.51095", "54.70649", "Kaliningrad", "554234", "Kaliningrad", "2017370", "Russia", "Kaliningrad", "Venemaa", "Калининград", "Россия"
"Königswald", "14.04071", "50.75854", "Libouchec", "3071895", "Libouchec", "3077311", "Czechia", "Libouchec", "Tšehhi Vabariik", "Libouchec", "Чешская Республика"
"Laatre", "25.24194", "58.01056", "Laatre", "590849", "Laatre", "453733", "Estonia", "Laatre", "Eesti", "Лаатре", "Эстония"
"Lagedi", "24.93892", "59.40417", "Lagedi", "590839", "Lagedi", "453733", "Estonia", "Lagedi", "Eesti", "Lagedi", "Эстония"
"Lahemaa", "25.80496", "59.5458", "Lahemaa National Park", "11048859", "Lahemaa National Park", "453733", "Estonia", "Lahemaa National Park", "Eesti", "Lahemaa National Park", "Эстония"
"Laobakli", "", "", "", "", "", "", "", "", "", "", ""
"Lasnamäe", "24.7994", "59.41651", "Tallinn Airport", "588404", "Tallinn Airport", "453733", "Estonia", "Tallinna lennujaam", "Eesti", "Таллинский аэропорт", "Эстония"
"Latvia", "25", "57", "Republic of Latvia", "458258", "Latvia", "458258", "Latvia", "Läti", "Läti", "Латвия", "Латвия"
"Luban (Lauban)", "15.28768", "51.12014", "Lubań", "3093040", "Lubań", "798544", "Poland", "Lubań", "Poola", "Любань", "Польша"
"Lithuania", "24", "55.41667", "Republic of Lithuania", "597427", "Lithuania", "597427", "Lithuania", "Leedu", "Leedu", "Литва", "Литва"
"Leipzig", "12.37129", "51.33962", "Leipzig", "2879139", "Leipzig", "2921044", "Germany", "Leipzig", "Saksamaa", "Лейпциг", "Германия"
"Saint Petersburg (Leningrad, Petrograd)", "30.31413", "59.93863", "Saint Petersburg", "498817", "St Petersburg", "2017370", "Russia", "Peterburi", "Venemaa", "Петербург", "Россия"
"Lesotho", "28.25", "-29.5", "Kingdom of Lesotho", "932692", "Lesotho", "932692", "Lesotho", "Lesotho", "Lesotho", "Лесото", "Лесото"
"Lethbridge", "-112.81856", "49.69999", "Lethbridge", "6053154", "Lethbridge", "6251999", "Canada", "Lethbridge", "Kanada", "Летбридж", "Канада"
"Libov", "14.07246", "50.70548", "Libov", "3071892", "Libov", "3077311", "Czechia", "Libov", "Tšehhi Vabariik", "Libov", "Чешская Республика"
"Lichtenstein", "9.53333", "47.16667", "Principality of Liechtenstein", "3042058", "Liechtenstein", "3042058", "Liechtenstein", "Liechtenstein", "Liechtenstein", "Лихтенштейн", "Лихтенштейн"
"Liepāja", "21.01667", "56.51667", "Liepāja", "457954", "Liepāja", "458258", "Latvia", "Liepāja", "Läti", "Лиепая", "Латвия"
"Lindau", "9.68431", "47.54612", "Lindau", "2877550", "Lindau", "2921044", "Germany", "Lindau", "Saksamaa", "Линдау", "Германия"
"Lindi", "38.5", "-9.5", "Lindi Region", "155946", "Lindi", "149590", "Tanzania", "Lindi Region", "Tanzania", "Lindi Region", "Танзания"
"Lingen", "7.31845", "52.52143", "Lingen", "2877088", "Lingen", "2921044", "Germany", "Lingen", "Saksamaa", "Линген", "Германия"
"Loksa", "60.65849", "59.01279", "Urochishche Loksa", "1500391", "Urochishche Loksa", "2017370", "Russia", "Urochishche Loksa", "Venemaa", "Урочище Локса", "Россия"
"London", "-0.12574", "51.50853", "London", "2643743", "London", "2635167", "United Kingdom", "London", "Ühendkuningriik", "Лондон", "Великобритания"
"Los Angeles", "-118.24368", "34.05223", "Los Angeles", "5368361", "Los Angeles", "6252001", "United States", "Los Angeles", "Ameerika Ühendriigid", "Лос-Анджелес", "Сша"
"Ludwigsburg", "9.19161", "48.89731", "Ludwigsburg", "2875392", "Ludwigsburg", "2921044", "Germany", "Ludwigsburg", "Saksamaa", "Людвигсбург", "Германия"
"Ludwigshafen", "8.44641", "49.48121", "Ludwigshafen am Rhein", "2875376", "Ludwigshafen am Rhein", "2921044", "Germany", "Ludwigshafen", "Saksamaa", "Людвигсхафен-на-Рейне", "Германия"
"Luga", "29.84528", "58.73722", "Luga", "533690", "Luga", "2017370", "Russia", "Luga", "Venemaa", "Луга", "Россия"
"Lugansk", "39.31706", "48.56705", "Luhansk", "702658", "Luhansk", "690791", "Ukraine", "Luhansk", "Ukraina", "Луганск", "Украина"
"Lund", "13.19321", "55.70584", "Lund", "2693678", "Lund", "2661886", "Sweden", "Lund", "Rootsi", "Лунд", "Швеция"
"Lääne-Virumaa", "26.35583", "59.34639", "Rakvere", "589165", "Rakvere", "453733", "Estonia", "Rakvere_vald", "Eesti", "Раквере", "Эстония"
"Läänemaa", "23.55", "58.93333", "Läänemaa", "590856", "Lääne", "453733", "Estonia", "Lääne maakond", "Eesti", "Ляэнемаа", "Эстония"
"Läätsa", "22.24933", "58.1424", "Läätsa küla", "11051187", "Läätsa küla", "453733", "Estonia", "Läätsa küla", "Eesti", "Läätsa küla", "Эстония"
"Lübeck", "10.68729", "53.86893", "Lübeck", "2875601", "Lübeck", "2921044", "Germany", "Lübeck", "Saksamaa", "Любек", "Германия"
"Lümanda", "21.98639", "58.27716", "Lümanda vald", "7522336", "Lümanda vald", "453733", "Estonia", "Lümanda vald", "Eesti", "Lümanda vald", "Эстония"
"Madeira", "-16.94699", "32.76737", "Madeira", "2593105", "Madeira", "2264397", "Portugal", "Madeira", "Portugal", "Madeira", "Португалия"
"Magadan", "150.80347", "59.5638", "Magadan", "2123628", "Magadan", "2017370", "Russia", "Magadan", "Venemaa", "Магадан", "Россия"
"Manhattan", "-73.96625", "40.78343", "Manhattan", "5125771", "Manhattan", "6252001", "United States", "Manhattan", "Ameerika Ühendriigid", "Манхеттен", "Сша"
"Mannheim", "8.46694", "49.4891", "Mannheim", "2873891", "Mannheim", "2921044", "Germany", "Mannheim", "Saksamaa", "Мангейм", "Германия"
"Marienbad", "12.70118", "49.96459", "Mariánské Lázně", "3071024", "Mariánské Lázně", "3077311", "Czechia", "Mariánské Lázně", "Tšehhi Vabariik", "Марианске-Лазне", "Чешская Республика"
"Martinez", "-80.12816", "8.37503", "Scarlett Martinez International Airport", "3701862", "Scarlett Martinez International Airport", "3703430", "Panama", "Scarlett Martinez International Airport", "Panama", "Scarlett Martinez International Airport", "Панама"
"Martna", "23.8777", "58.84337", "Martna vald", "7522339", "Martna vald", "453733", "Estonia", "Martna vald", "Eesti", "Martna vald", "Эстония"
"Maslyanino", "84.21111", "54.34361", "Maslyanino", "1499247", "Maslyanino", "2017370", "Russia", "Maslyanino", "Venemaa", "Маслянино", "Россия"
"Mecklenburg", "12.5", "53.83333", "Mecklenburg-Western Pomerania", "2872567", "Mecklenburg-Vorpommern", "2921044", "Germany", "Mecklenburg-Western Pomerania", "Saksamaa", "Mecklenburg-Western Pomerania", "Германия"
"Mexico", "-102", "23", "Mexico", "3996063", "Mexico", "3996063", "Mexico", "Mehhiko", "Mehhiko", "Мексика", "Мексика"
"Mehikoorma", "27.4725", "58.23278", "Mehikoorma", "590283", "Mehikoorma", "453733", "Estonia", "Mehikoorma", "Eesti", "Мехикоорма", "Эстония"
"Melbourne", "144.96332", "-37.814", "Melbourne", "2158177", "Melbourne", "2077456", "Australia", "Melbourne", "Austraalia", "Мельбурн", "Австралия"
"Memmingen", "10.18527", "47.98372", "Memmingen", "2871992", "Memmingen", "2921044", "Germany", "Memmingen", "Saksamaa", "Мемминген", "Германия"
"Merbeck", "6.24972", "51.17442", "Merbeck", "2871840", "Merbeck", "2921044", "Germany", "Merbeck", "Saksamaa", "Merbeck", "Германия"
"Miami", "-80.19366", "25.77427", "Miami", "4164138", "Miami", "6252001", "United States", "Miami", "Ameerika Ühendriigid", "Майами", "Сша"
"Michigan", "-85.50033", "44.25029", "Michigan", "5001836", "Michigan", "6252001", "United States", "Michigan", "Ameerika Ühendriigid", "Мичиган", "Сша"
"Milwaukee", "-87.90647", "43.0389", "Milwaukee", "5263045", "Milwaukee", "6252001", "United States", "Milwaukee", "Ameerika Ühendriigid", "Милуоки", "Сша"
"Montana", "-109.75102", "47.00025", "Montana", "5667009", "Montana", "6252001", "United States", "Montana", "Ameerika Ühendriigid", "Монтана", "Сша"
"Montreal", "-73.58781", "45.50884", "Montréal", "6077243", "Montreal", "6251999", "Canada", "Montréal", "Kanada", "Монреаль", "Канада"
"Moskva", "37.61556", "55.75222", "Moscow", "524901", "Moscow", "2017370", "Russia", "Moskva", "Venemaa", "Москва", "Россия"
"Moscow State University", "37.68508", "55.76592", "Bauman Moscow State Technical University", "6693359", "BMSTU", "2017370", "Russia", "Bauman Moscow State Technical University", "Venemaa", "Московский Государственный Технический Университет им Н.Э. Баумана", "Россия"
"Muhu", "23.2525", "58.5825", "Muhu", "590129", "Muhu", "453733", "Estonia", "Muhu", "Eesti", "Муху", "Эстония"
"Mulgimaa", "", "", "", "", "", "", "", "", "", "", ""
"Mustamäe", "24.68119", "59.40482", "Mustamäe", "794965", "Mustamäe", "453733", "Estonia", "Mustamäe linnaosa", "Eesti", "Мустамяэ", "Эстония"
"Mustjala", "22.25761", "58.46198", "Mustjala vald", "7522346", "Mustjala Parish", "453733", "Estonia", "Mustjala vald", "Eesti", "Mustjala vald", "Эстония"
"Mustla", "25.86667", "58.23333", "Mustla", "590078", "Mustla", "453733", "Estonia", "Mustla", "Eesti", "Мустла", "Эстония"
"Mõisaküla", "25.18639", "58.09222", "Mõisaküla", "590186", "Mõisaküla", "453733", "Estonia", "Mõisaküla", "Eesti", "Мыйзакюла", "Эстония"
"Märjamaa", "24.39423", "58.90262", "Märjamaa vald", "7522357", "Märjamaa vald", "453733", "Estonia", "Märjamaa vald", "Eesti", "Märjamaa vald", "Эстония"
"Munich", "11.57549", "48.13743", "Munich", "2867714", "Munich", "2921044", "Germany", "München", "Saksamaa", "Мюнхен", "Германия"
"Nakhodka", "132.87348", "42.81384", "Nakhodka", "2019528", "Nakhodka", "2017370", "Russia", "Nahhodka", "Venemaa", "Находка", "Россия"
"Naples", "14.26811", "40.85216", "Naples", "3172394", "Naples", "3175395", "Italy", "Napoli", "Itaalia", "Неаполь", "Италия"
"Narva", "28.19028", "59.37722", "Narva", "590031", "Narva", "453733", "Estonia", "Narva", "Eesti", "Нарва", "Эстония"
"Narva-Jõesuu", "28.04083", "59.45889", "Narva-Jõesuu", "590030", "Narva-Jõesuu", "453733", "Estonia", "Narva-Jõesuu", "Eesti", "Нарва-Йыэсуу", "Эстония"
"Naryn", "75.99111", "41.42866", "Naryn", "1527592", "Naryn", "1527747", "Kyrgyzstan", "Naryn", "Kirgiisi", "Нарын", "Кыргызстан"
"Nazarovo", "90.4011", "56.0104", "Nazarovo", "1497951", "Nazarovo", "2017370", "Russia", "Nazarovo", "Venemaa", "Назарово", "Россия"
"Neresheim", "10.33041", "48.75511", "Neresheim", "2866486", "Neresheim", "2921044", "Germany", "Neresheimi vald", "Saksamaa", "Нересхайм", "Германия"
"Neuenstein", "9.55", "50.93333", "Neuenstein", "3208096", "Neuenstein", "2921044", "Germany", "Neuenstein", "Saksamaa", "Нойенштайн", "Германия"
"Nowy Port (Neufahrwasser)", "18.66667", "54.41667", "Nowy Port", "3090474", "Nowy Port", "798544", "Poland", "Nowy Port", "Poola", "Nowy Port", "Польша"
"Świętoszów (Neuhammer)", "15.38489", "51.4735", "Świętoszów", "3083981", "Świętoszów", "798544", "Poland", "Świętoszów", "Poola", "Świętoszów", "Польша"
"New Jersey", "-74.07764", "40.72816", "Jersey City", "5099836", "Jersey City", "6252001", "United States", "Jersey City", "Ameerika Ühendriigid", "Джерси-Сити", "Сша"
"New Orleans", "-90.07507", "29.95465", "New Orleans", "4335045", "New Orleans", "6252001", "United States", "New Orleans", "Ameerika Ühendriigid", "Новый Орлеан", "Сша"
"New York", "-74.00597", "40.71427", "New York City", "5128581", "New York", "6252001", "United States", "New York", "Ameerika Ühendriigid", "Нью-Йорк", "Сша"
"Noarootsi", "23.58239", "59.13324", "Noarootsi vald", "7522360", "Noarootsi vald", "453733", "Estonia", "Noarootsi vald", "Eesti", "Noarootsi vald", "Эстония"
"Norilsk", "88.2027", "69.3535", "Norilsk", "1497337", "Noril'sk", "2017370", "Russia", "Norilsk", "Venemaa", "Норильск", "Россия"
"Norway", "10", "62", "Kingdom of Norway", "3144096", "Norway", "3144096", "Norway", "Norra", "Norra", "Норвегия", "Норвегия"
"North Carolina", "-65.95739", "18.38078", "Carolina", "4563243", "Carolina", "4566966", "Puerto Rico", "Carolina", "Puerto Rico", "Carolina", "Пуэрто-Рико"
"Novosibirsk", "82.9346", "55.0415", "Novosibirsk", "1496747", "Novosibirsk", "2017370", "Russia", "Novosibirsk", "Venemaa", "Новосибирск", "Россия"
"Novokuznetsk", "87.1099", "53.7557", "Novokuznetsk", "1496990", "Novokuznetsk", "2017370", "Russia", "Novokuznetsk", "Venemaa", "Новокузнецк", "Россия"
"Novy Bor, Komi", "", "", "", "", "", "", "", "", "", "", ""
"Nõmme", "24.96417", "58.15028", "Kilingi-Nõmme", "591381", "Kilingi-Nõmme", "453733", "Estonia", "Kilingi-Nõmme", "Eesti", "Килинги-нымме", "Эстония"
"Nõo", "26.52499", "58.24199", "Nõo vald", "7522361", "Nõo vald", "453733", "Estonia", "Nõo vald", "Eesti", "Nõo vald", "Эстония"
"Nuremberg", "11.07752", "49.45421", "Nürnberg", "2861650", "Nuremberg", "2921044", "Germany", "Nürnberg", "Saksamaa", "Нюрнберг", "Германия"
"Nynäshamn", "17.94793", "58.90337", "Nynäshamn", "2687636", "Nynäshamn", "2661886", "Sweden", "Nynäshamn", "Rootsi", "Нюнесхамн", "Швеция"
"Oakland", "-122.2708", "37.80437", "Oakland", "5378538", "Oakland", "6252001", "United States", "Oakland", "Ameerika Ühendriigid", "Окленд", "Сша"
"Odense", "10.38831", "55.39594", "Odense", "2615876", "Odense", "2623032", "Denmark", "Odense", "Taani", "Оденсе", "Дания"
"Ohio", "-83.00018", "40.25034", "Ohio", "5165418", "Ohio", "6252001", "United States", "Ohio", "Ameerika Ühendriigid", "Огайо", "Сша"
"Ölbronn-Dürrn", "8.75", "48.96667", "Ölbronn-Dürrn", "3206256", "Ölbronn-Dürrn", "2921044", "Germany", "Ölbronn-Dürrn", "Saksamaa", "Эльброн-Дюрн", "Германия"
"Oldenburg", "8.21467", "53.14118", "Oldenburg", "2857458", "Oldenburg", "2921044", "Germany", "Oldenburg", "Saksamaa", "Ольденбург", "Германия"
"Omsk", "73.36859", "54.99244", "Omsk", "1496153", "Omsk", "2017370", "Russia", "Omsk", "Venemaa", "Омск", "Россия"
"Opole (Oppeln)", "17.92533", "50.67211", "Opole", "3090048", "Opole", "798544", "Poland", "Opole", "Poola", "Ополе", "Польша"
"Oregon", "-120.50139", "44.00013", "Oregon", "5744337", "Oregon", "6252001", "United States", "Oregon", "Ameerika Ühendriigid", "Орегон", "Сша"
"Orinda", "-122.17969", "37.87715", "Orinda", "5379678", "Orinda", "6252001", "United States", "Orinda", "Ameerika Ühendriigid", "Orinda", "Сша"
"Ottawa", "-75.69812", "45.41117", "Ottawa", "6094817", "Ottawa", "6251999", "Canada", "Ottawa", "Kanada", "Оттава", "Канада"
"Paide", "25.55722", "58.88556", "Paide", "589709", "Paide", "453733", "Estonia", "Paide_vald", "Eesti", "Пайде", "Эстония"
"Pajusi", "26.10594", "58.76321", "Pajusi vald", "7522371", "Pajusi vald", "453733", "Estonia", "Pajusi vald", "Eesti", "Pajusi vald", "Эстония"
"Palamuse", "26.56821", "58.67208", "Palamuse vald", "7522373", "Palamuse vald", "453733", "Estonia", "Palamuse vald", "Eesti", "Palamuse vald", "Эстония"
"Paldiski", "24.05306", "59.35667", "Paldiski", "589663", "Paldiski", "453733", "Estonia", "Paldiski", "Eesti", "Палдиски", "Эстония"
"Palestine", "35.20329", "31.92157", "Palestine", "6254930", "Palestine", "6254930", "Palestine", "Palestiina ala", "Palestiina ala", "Палестинские территории", "Палестинские территории"
"Papiniidu, Riia Way", "", "", "", "", "", "", "", "", "", "", ""
"Parbig", "81.41917", "57.23361", "Parbig", "1495574", "Parbig", "2017370", "Russia", "Parbig", "Venemaa", "Парбиг", "Россия"
"Paris", "2.3488", "48.85341", "Paris", "2988507", "Paris", "3017382", "France", "Pariis", "Prantsusmaa", "Париж", "Франция"
"Pasadena", "-95.2091", "29.69106", "Pasadena", "4717782", "Pasadena", "6252001", "United States", "Pasadena", "Ameerika Ühendriigid", "Пасадина", "Сша"
"Patarei Prison", "", "", "", "", "", "", "", "", "", "", ""
"Bejing", "116.39723", "39.9075", "Beijing", "1816670", "Beijing", "1814991", "China", "Peking", "Hiina", "Пекин", "Китай"
"Penijõe", "23.81806", "58.71417", "Penijõe", "589522", "Penijõe", "453733", "Estonia", "Penijõe", "Eesti", "Penijõe", "Эстония"
"Pennsylvania", "-75.16379", "39.95233", "Philadelphia", "4560349", "Philadelphia", "6252001", "United States", "Philadelphia", "Ameerika Ühendriigid", "Филадельфия", "Сша"
"Perm", "56.25017", "58.01046", "Perm", "511196", "Perm", "2017370", "Russia", "Perm", "Venemaa", "Пермь", "Россия"
"Saint Petersburg State University", "30.29896", "59.94027", "Санкт-Петербургский Государственный Университет", "6693807", "Saint-Petersburg State University", "2017370", "Russia", "Санкт-Петербургский Государственный Университет", "Venemaa", "СПбГУ", "Россия"
"Petershagen", "8.96538", "52.37513", "Petershagen", "2854655", "Petershagen", "2921044", "Germany", "Petershagen", "Saksamaa", "Петерсхаген", "Германия"
"Pechory", "27.6119", "57.81642", "Pechory", "511785", "Pechory", "2017370", "Russia", "Petseri", "Venemaa", "Печоры", "Россия"
"Philadelphia", "-75.16379", "39.95233", "Philadelphia", "4560349", "Philadelphia", "6252001", "United States", "Philadelphia", "Ameerika Ühendriigid", "Филадельфия", "Сша"
"Phoenix", "-112.07404", "33.44838", "Phoenix", "5308655", "Phoenix", "6252001", "United States", "Phoenix", "Ameerika Ühendriigid", "Финикс", "Сша"
"Pyatigorsk", "43.05944", "44.04861", "Pyatigorsk", "503550", "Pyatigorsk", "2017370", "Russia", "Pjatigorsk", "Venemaa", "Пятигорск", "Россия"
"Pskov", "28.3496", "57.8136", "Pskov", "504341", "Pskov", "2017370", "Russia", "Pihkva", "Venemaa", "Псков", "Россия"
"Pilistvere", "25.73167", "58.6575", "Pilistvere", "589440", "Pilistvere", "453733", "Estonia", "Pilistvere", "Eesti", "Pilistvere", "Эстония"
"Pirita-Kose", "24.87824", "59.46001", "Kose", "591076", "Kose", "453733", "Estonia", "Kose", "Eesti", "Kose", "Эстония"
"Pittsburgh", "-79.99589", "40.44062", "Pittsburgh", "5206379", "Pittsburgh", "6252001", "United States", "Pittsburgh", "Ameerika Ühendriigid", "Питтсбург", "Сша"
"Polynesia", "-143.87695", "-17.6859", "Polynesia", "7729901", "Polynesia", "undefined", "undefined", "Polynesia", "undefined", "Полинезия", "undefined"
"Poland", "20", "52", "Republic of Poland", "798544", "Poland", "798544", "Poland", "Poola", "Poola", "Польша", "Польша"
"Porkuni", "26.20444", "59.18194", "Porkuni Järv", "589356", "Porkuni Järv", "453733", "Estonia", "Porkuni Järv", "Eesti", "Porkuni Järv", "Эстония"
"Portland", "-122.67621", "45.52345", "Portland", "5746545", "Portland", "6252001", "United States", "Portland", "Ameerika Ühendriigid", "Портленд", "Сша"
"Prague", "14.42076", "50.08804", "Prague", "3067696", "Prague", "3077311", "Czechia", "Praha", "Tšehhi Vabariik", "Прага", "Чешская Республика"
"France", "2", "46", "Republic of France", "3017382", "France", "3017382", "France", "Prantsusmaa", "Prantsusmaa", "Франция", "Франция"
"Princeton", "-74.65905", "40.34872", "Princeton", "5102922", "Princeton", "6252001", "United States", "Princeton", "Ameerika Ühendriigid", "Принстон", "Сша"
"Pudisoo", "25.56306", "59.5175", "Pudisoo", "589329", "Pudisoo", "453733", "Estonia", "Pudisoo", "Eesti", "Pudisoo", "Эстония"
"Puerto Rico", "-66.49989", "18.24829", "Puerto Rico", "4566966", "Puerto Rico", "4566966", "Puerto Rico", "Puerto Rico", "Puerto Rico", "Пуэрто-Рико", "Пуэрто-Рико"
"Puhja", "26.34937", "58.37331", "Puhja vald", "7522380", "Puhja vald", "453733", "Estonia", "Puhja vald", "Eesti", "Puhja vald", "Эстония"
"Puka", "-138.813", "-14.8095", "Puka Puka Airport", "7730125", "Puka Puka Airport", "4030656", "French Polynesia", "Puka Puka Airport", "Prantsuse Polüneesia", "Puka Puka Airport", "Французская Полинезия"
